X,Y
0.0,-0.145012411
0.0,-0.295356224
0.344827586,-0.126094846
0.68965517,-0.304058184
0.68965517,0.131842588
0.68965517,0.261530369
0.68965517,0.177836762
1.03448276,0.134341173
1.03448276,0.578895593
1.03448276,-0.453165651
1.379310345,0.378585729
1.379310345,-0.132083662
1.379310345,0.221426254
1.379310345,-0.13708075
1.72413793,-0.047111336
2.068965515,0.142015003
2.068965515,0.141644781
2.068965515,0.00116916028
2.413793105,0.048581975
2.413793105,-0.0397221071
2.413793105,-0.117388215
2.75862069,0.218323495
2.75862069,-0.0903021439
2.75862069,-0.263920792
2.75862069,0.572980976
3.103448275,-0.440264406
3.103448275,0.684818227
3.103448275,0.0740258986
3.44827586,-0.348592419
3.44827586,0.0333145073
3.79310345,-0.350825182
3.79310345,0.321776819
4.137931035,-0.173165984
4.137931035,-0.0256642702
4.48275862,0.351382253
4.48275862,1.03696204
4.827586205,-0.883696458
4.827586205,0.538526978
4.827586205,0.690160095
5.1724138,-0.159537087
5.5172414,1.07627687
5.5172414,-0.36654559
5.86206895,-0.176025227
5.86206895,0.11011138
6.20689655,-0.223583587
6.20689655,-0.293648972
6.20689655,-0.350848855
6.55172415,-0.236049221
6.8965517,0.696588908
6.8965517,0.862003439
7.2413793,0.897946899
7.2413793,0.519882914
7.2413793,0.80442497
7.5862069,-0.813054301
7.5862069,-0.311395665
7.9310345,1.11281189
7.9310345,0.912898828
8.27586205,-0.10401255
8.27586205,0.104830681
8.27586205,-0.551450987
8.27586205,0.141359733
8.62068965,-1.56660565
8.96551725,0.621104014
8.96551725,-0.198142889
8.96551725,0.893633124
8.96551725,-0.194124246
9.31034485,-0.0710291752
9.31034485,0.149428963
9.6551724,0.401864334
9.6551724,-0.716528171
9.6551724,-0.96436921
10.0,0.0497870953
10.0,0.0820503328
