X,Y
165.0,49.854987589
165.0,49.704643776
165.344827586,50.391146533
165.68965517,50.730424571
165.68965517,51.166325343
165.68965517,51.296013124
165.68965517,51.212319517
166.03448276,51.686065313
166.03448276,52.130619733
166.03448276,51.098558489
166.379310345,52.4475512465
166.379310345,51.9368818555
166.379310345,52.2903917715
166.379310345,51.9318847675
166.72413793,52.539095559
167.068965515,53.2454632755
167.068965515,53.2450930535
167.068965515,53.10461743278
167.413793105,53.6692716325
167.413793105,53.5809675504
167.413793105,53.5033014425
167.75862069,54.35625453
167.75862069,54.0476288911
167.75862069,53.874010243
167.75862069,54.710912011
168.103448275,54.214908006499996
168.103448275,55.3399906395
168.103448275,54.7291983111
168.44827586,54.823821371
168.44827586,55.2057282973
168.79310345,55.338829993
168.79310345,56.011431994
169.137931035,56.0337305685
169.137931035,56.1812322823
169.48275862,57.075520183
169.48275862,57.761099970000004
169.827586205,56.3576828495
169.827586205,57.779906285500005
169.827586205,57.9315394025
170.1724138,57.599083613
170.5172414,59.35213897
170.5172414,57.90931651
170.86206895,58.617078198
170.86206895,58.903214805
171.20689655,59.086761238
171.20689655,59.016695853
171.20689655,58.95949597
171.55172415,59.591537004
171.8965517,61.041416458
171.8965517,61.206830989
172.2413793,61.760015849
172.2413793,61.381951864
172.2413793,61.66649392
172.5862069,60.566256049
172.5862069,61.067914685
172.9310345,63.009363640000004
172.9310345,62.809450577999996
173.27586205,62.309780525
173.27586205,62.518623756
173.27586205,61.862342088000005
173.27586205,62.555152808
173.62068965,61.364428825
173.96551725,64.069379889
173.96551725,63.250132986
173.96551725,64.341908999
173.96551725,63.254151629
174.31034485,63.8944880998
174.31034485,64.114946238
174.6551724,64.88462293399999
174.6551724,63.766230429000004
174.6551724,63.518389389999996
175.0,65.0497870953
175.0,65.08205033280001
