X,Y
0.0,2.04087781
0.0,3.65451179
0.0,2.87367912
0.0,2.71138622
0.344827585,3.6718161675
0.68965517,5.972643425
0.68965517,5.484559765
0.68965517,6.640801005
0.68965517,5.041023645
1.03448276,3.81155488
1.03448276,3.52302967
1.03448276,4.75253777
1.379310345,4.0951105775
1.379310345,3.6795420174999998
1.379310345,6.0962801975
1.72413793,6.390596025
2.068965515,6.9730936025
2.068965515,5.045971122499999
2.068965515,6.3451103225
2.413793105,5.8454761275
2.75862069,8.252526255
2.75862069,6.608029855
2.75862069,7.382319395
2.75862069,6.097925344999999
3.103448275,7.455907832499999
3.103448275,7.0703602225
3.103448275,8.0534956025
3.44827586,6.64093875
3.44827586,6.873470670000001
3.44827586,9.67666316
3.44827586,8.75417762
3.79310345,9.260694045
4.137931035,10.8977859625
4.137931035,9.3424321325
4.137931035,6.5506605625
4.137931035,9.3963422925
4.48275862,10.04614358
4.48275862,9.635446400000001
4.827586205,11.305906567500001
4.827586205,10.273692097500001
4.827586205,10.123963407500002
5.172413795,13.395961692499998
5.172413795,10.846431792499999
5.172413795,11.111677112499999
5.51724138,10.862773249999998
5.51724138,10.959655549999999
5.51724138,10.788076099999998
5.51724138,13.058802489999998
5.862068965,11.4318378275
5.862068965,12.0460242675
5.862068965,12.4652653575
6.20689655,13.248543824999999
6.20689655,11.658648285
6.20689655,13.859338104999999
6.20689655,12.620115304999999
6.55172414,12.09598995
6.896551725,13.3690110775
6.896551725,12.6406791175
6.896551725,13.5444825875
6.896551725,13.837965817499999
7.24137931,15.227194855
7.24137931,14.694997715000001
7.586206895,14.4966072125
7.586206895,14.2483094825
7.931034485,14.6458839575
8.27586207,16.093257765
8.27586207,14.471984745
8.27586207,16.128726785
8.620689655,15.362902522499999
8.620689655,16.7783303725
8.620689655,15.7201326625
8.96551724,15.536033480000002
8.96551724,15.256955160000002
9.31034483,19.364888925000002
9.655172415,17.8194210425
9.655172415,16.5226287325
9.655172415,17.6450011625
10.0,17.79555642
