X,Y
0.0,3.9539218099999998
0.0,2.474246323
0.0,5.6502238
0.0,3.90615882
0.344827586,5.847157619000001
0.344827586,3.154512393
0.344827586,5.017572319
0.68965517,3.362833328
0.68965517,5.860111365
0.68965517,4.847140735
0.68965517,4.145893985
1.03448276,4.76624012
1.379310345,4.3185458205
1.379310345,3.5270177444999997
1.379310345,4.6926316915
1.72413793,5.595563925
2.068965515,5.530223718499999
2.068965515,6.2198122125
2.068965515,6.2395664525
2.068965515,5.3138098535
2.413793105,6.5473339895
2.75862069,6.647306328999999
2.75862069,4.690190984999999
2.75862069,6.241967119999999
3.103448275,7.1920605454999995
3.103448275,4.1798706625
3.103448275,6.4357084735
3.44827586,7.852651272
3.44827586,5.1874334200000005
3.79310345,6.2610877349999985
4.137931035,7.5073805515
4.137931035,6.9942254825
4.48275862,8.152854211000001
4.48275862,9.599856142000002
4.827586205,6.3860692075
4.827586205,9.5590937435
4.827586205,8.0817593875
5.1724138,8.719332099999999
5.1724138,8.901490297999999
5.5172414,12.00739102
5.5172414,9.031151079999999
5.5172414,9.453561598
5.86206895,10.009511498
6.20689655,9.969858265
6.20689655,10.722080993999999
6.20689655,10.930190664
6.20689655,10.164005285
6.55172415,10.394988865000002
6.55172415,11.430924609000002
6.8965517,12.64508608
6.8965517,10.90121645
7.2413793,13.257109112000002
7.2413793,13.217632169000002
7.2413793,11.246454790000001
7.5862069,14.713652699999999
7.5862069,13.052228104
7.5862069,13.4474701587
7.9310345,13.404386979
8.27586205,15.719287145000001
8.27586205,14.66946719
8.27586205,15.221265852
8.62068965,16.205978225
8.96551725,16.165158165
8.96551725,17.654663475
9.31034485,18.485631975
9.31034485,17.292788705
9.31034485,16.782680227
9.6551724,17.87746994
9.6551724,18.0029282
10.0,19.13254132
