X,Y
165.0,50.95392181
165.0,49.474246323
165.0,52.6502238
165.0,50.90615882
165.344827586,52.847157619
165.344827586,50.154512393
165.344827586,52.017572319
165.68965517,50.362833328
165.68965517,52.860111365
165.68965517,51.847140734999996
165.68965517,51.145893985
166.03448276,51.76624012
166.379310345,51.3185458205
166.379310345,50.5270177445
166.379310345,51.6926316915
166.72413793,52.595563925
167.068965515,52.5302237185
167.068965515,53.2198122125
167.068965515,53.2395664525
167.068965515,52.3138098535
167.413793105,53.547333989500004
167.75862069,53.647306329
167.75862069,51.690190985
167.75862069,53.24196712
168.103448275,54.1920605455
168.103448275,51.1798706625
168.103448275,53.4357084735
168.44827586,54.852651272
168.44827586,52.18743342
168.79310345,53.261087735
169.137931035,54.5073805515
169.137931035,53.9942254825
169.48275862,55.152854211000005
169.48275862,56.599856142
169.827586205,53.3860692075
169.827586205,56.5590937435
169.827586205,55.0817593875
170.1724138,55.7193321
170.1724138,55.901490298
170.5172414,59.00739102
170.5172414,56.03115108
170.5172414,56.453561598
170.86206895,57.009511498
171.20689655,56.969858265
171.20689655,57.722080993999995
171.20689655,57.930190664
171.20689655,57.164005285
171.55172415,57.394988865
171.55172415,58.430924609
171.8965517,59.64508608
171.8965517,57.90121645
172.2413793,60.257109112
172.2413793,60.217632169
172.2413793,58.24645479
172.5862069,61.7136527
172.5862069,60.052228104
172.5862069,60.4474701587
172.9310345,60.404386979
173.27586205,62.719287145
173.27586205,61.66946719
173.27586205,62.221265852
173.62068965,63.205978224999996
173.96551725,63.165158165
173.96551725,64.654663475
174.31034485,65.485631975
174.31034485,64.29278870499999
174.31034485,63.782680227
174.6551724,64.87746994
174.6551724,65.0029282
175.0,66.13254132
